name,rating,ctype,highly_rated,critically_rated
Fortis Healthcare,4.0,Healthcare,"Job Security, Company Culture, Work Life Balance",
Foundever,3.4,BPO,"Promotions, Salary, Work Satisfaction",
Himalaya Wellness,3.9,Pharma,"Company Culture, Work Life Balance",Promotions
BT Group,3.8,Telecom,"Work Life Balance, Company Culture","Promotions, Skill Development, Salary"
IntouchCX,2.7,BPO,"Promotions, Job Security, Company Culture",
Sahrudaya Healthcare (Medicover Hospitals),4.4,Healthcare,"Work Life Balance, Skill Development, Company Culture",
Laurus Labs,4.3,Pharma,"Job Security, Salary, Company Culture",
Alldigi Tech,3.9,BPO,"Work Life Balance, Job Security",Promotions
V-Mart,4.0,Retail,"Skill Development, Job Security, Company Culture",
Sterlite Technologies,3.8,Hardware & Networking,"Promotions, Job Security",
JCB,3.9,Industrial Machinery,Work Life Balance,Promotions
Northern Trust Operating Services,3.6,Financial Services,"Promotions, Salary, Work Satisfaction",
Bajaj Electricals,3.9,Consumer Electronics & Appliances,"Work Life Balance, Salary",Promotions
Tractors and Farm Equipment,3.9,Industrial Machinery,"Work Life Balance, Skill Development",Promotions
Sammaan Capital Limited,3.7,NBFC,Promotions,
Parle Agro,3.9,Beverage,"Work Life Balance, Job Security",Promotions
Planet Spark,3.8,EdTech,"Skill Development, Company Culture",
ICICI Securities,3.9,Financial Services,"Job Security, Work Life Balance, Company Culture",
CorroHealth Infotech,3.6,Analytics & KPO,Salary,"Work Life Balance, Work Satisfaction, Job Security"
Biocon Limited,4.0,Biotechnology,"Work Life Balance, Company Culture, Job Security",Promotions
Emcure Pharmaceuticals,3.7,Pharma,"Job Security, Promotions, Company Culture",
McDonald's,3.9,Hospitality,"Skill Development, Job Security",Salary
Adani Group,3.8,Power,Salary,Promotions
Hero FinCorp,3.9,NBFC,"Work Life Balance, Company Culture",Promotions
Paras Hospital,4.1,Healthcare,"Work Life Balance, Skill Development, Salary",
Intellect Design Arena,3.6,Software Product,Job Security,"Promotions, Work Satisfaction, Skill Development"
Datamatics Global Services,3.3,IT Services & Consulting,"Promotions, Salary, Work Satisfaction",
Patanjali Ayurved,3.9,FMCG,Work Life Balance,Promotions
Mahindra Holidays & Resorts,3.5,Hospitality,"Promotions, Work Life Balance, Work Satisfaction",
Mahindra Rural Housing Finance,4.0,NBFC,"Work Life Balance, Company Culture",Promotions
Statestreet HCL Services,3.4,BPO,"Promotions, Salary, Company Culture",
TaskUs,3.0,BPO,"Promotions, Job Security, Skill Development",
Cadila Pharmaceuticals,3.2,Pharma,"Job Security, Promotions, Company Culture",
Syngene International,3.8,Clinical Research,"Work Life Balance, Job Security","Promotions, Salary"
Taj Hotels Resorts and Palaces,4.2,Hospitality,"Job Security, Company Culture, Skill Development",
3i Infotech,3.4,IT Services & Consulting,"Promotions, Salary, Company Culture",
Aditya Birla Group,4.1,Metals & Mining,"Job Security, Work Life Balance, Skill Development",
Cholamandalam MS General Insurance,3.7,Insurance,"Promotions, Work Satisfaction, Skill Development",
Capgemini Engineering,3.3,IT Services & Consulting,"Promotions, Salary, Work Satisfaction",
Bureau Veritas,3.8,Other,Work Life Balance,Promotions
Axis Direct,3.6,Financial Services,"Promotions, Company Culture, Work Satisfaction",
Info Edge,3.9,Internet,"Job Security, Company Culture, Work Life Balance",Promotions
Delhi Public School,3.7,Education & Training,Promotions,
RMSI,3.5,IT Services & Consulting,"Promotions, Salary, Skill Development",
GAO Tek,4.4,Electrical Equipment,"Skill Development, Work Life Balance, Company Culture",Salary
KocharTech,3.6,IT Services & Consulting,"Promotions, Salary, Work Satisfaction",
Cybage,3.8,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security","Promotions, Work Satisfaction, Skill Development"
Aavas Financiers,3.9,NBFC,"Job Security, Skill Development",
Xoriant,4.0,IT Services & Consulting,"Work Life Balance, Company Culture, Work Satisfaction",
Newgen Software Technologies,4.1,IT Services & Consulting,"Job Security, Company Culture, Work Life Balance",
Straive,3.3,IT Services & Consulting,"Promotions, Salary, Skill Development",
Sopra Steria,3.9,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security",Promotions
Kia India,3.9,Automobile,"Job Security, Skill Development",Promotions
Akums Drugs & Pharmaceuticals Limited,4.2,Pharma,"Job Security, Company Culture, Skill Development",
Lodha,4.2,Real Estate,"Company Culture, Work Life Balance, Job Security",
Apollo Pharmacy,3.7,Pharma,Job Security,"Promotions, Salary, Work Satisfaction"
Lifestyle,4.2,Retail,"Work Life Balance, Job Security, Company Culture",
GVK Emergency Management and Research Institute,3.6,Non-Profit,"Promotions, Job Security, Company Culture",
Eureka Forbes,3.6,Consumer Electronics & Appliances,"Promotions, Job Security, Company Culture",
TCE,3.8,Engineering & Construction,"Work Life Balance, Job Security",Promotions
Sobha,3.8,Real Estate,Job Security,"Promotions, Work Life Balance, Salary"
SBI Securities,3.6,Financial Services,"Promotions, Company Culture, Work Satisfaction",
Bharat Petroleum,4.2,Oil & Gas,"Skill Development, Company Culture, Work Life Balance",Promotions
Team Computers,3.6,IT Services & Consulting,"Promotions, Salary, Work Satisfaction",
Unacademy,2.9,EdTech,"Job Security, Promotions, Work Life Balance",
Endurance Technologies Limited,4.0,Auto Components,"Skill Development, Job Security",Promotions
Radisson Hotels,4.0,Hospitality,"Skill Development, Company Culture, Work Life Balance",
Myntra,3.8,Internet,"Company Culture, Skill Development",Promotions
Panasonic Life Solutions India,3.9,Consumer Electronics & Appliances,"Company Culture, Work Life Balance, Job Security",Promotions
Daikin Airconditioning India Pvt. Ltd.,4.1,Consumer Electronics & Appliances,"Job Security, Work Life Balance, Company Culture",Promotions
Star Union Dai-ichi Life Insurance,3.8,Insurance,,
BNP Paribas,3.7,Banking,"Job Security, Work Life Balance","Promotions, Salary, Skill Development"
AWL Agri Business,4.1,FMCG,"Job Security, Work Life Balance, Skill Development",
Bharti AXA Life Insurance,3.6,Insurance,"Job Security, Work Satisfaction, Promotions",
Cisco,4.1,Hardware & Networking,"Work Life Balance, Company Culture, Skill Development",Promotions
SBI General Insurance,3.6,Insurance,"Promotions, Work Satisfaction, Skill Development",
Lava International,3.9,Consumer Electronics & Appliances,"Company Culture, Work Life Balance, Skill Development",Promotions
Renault Nissan Technology & Business Centre India,3.7,Automobile,"Work Life Balance, Job Security","Promotions, Salary, Work Satisfaction"
Henry Harvin Education,4.0,EdTech,"Work Life Balance, Job Security, Skill Development",
Allstate,3.7,Insurance,Work Life Balance,Promotions
Coromandel International,4.1,Agro Chemicals,"Job Security, Company Culture, Work Life Balance",Promotions
Whirlpool,4.0,Consumer Electronics & Appliances,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
ValueLabs,3.5,IT Services & Consulting,"Promotions, Work Satisfaction, Job Security",
Sify Technologies,3.6,IT Services & Consulting,"Promotions, Salary, Company Culture",
GlaxoSmithKline Pharmaceuticals,4.0,Pharma,"Company Culture, Work Life Balance, Salary",Promotions
Indian Railways,4.1,Railways,"Job Security, Work Life Balance, Skill Development",
Ambuja Cements,3.8,Building Material,"Promotions, Job Security",
Shahi Exports,3.9,Fashion & Textile,"Job Security, Company Culture, Work Life Balance",Promotions
Meesho,3.7,Internet,Salary,"Job Security, Promotions"
Nokia Networks,4.1,Hardware & Networking,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Bank of Baroda,3.5,Banking,Job Security,"Promotions, Company Culture, Work Satisfaction"
Mercedes-Benz Research and Development India,3.6,IT Services & Consulting,"Work Life Balance, Job Security","Promotions, Skill Development, Work Satisfaction"
Poonawalla Fincorp,3.5,NBFC,"Promotions, Company Culture, Work Satisfaction",
Generali Central Life Insurance,3.5,Insurance,"Promotions, Work Satisfaction, Job Security",
Microsoft Corporation,3.8,Software Product,"Work Life Balance, Company Culture","Job Security, Promotions"
Brakes India,3.9,Auto Components,"Job Security, Skill Development, Company Culture","Promotions, Salary"
Life Insurance Corporation of India,4.4,Insurance,"Company Culture, Work Life Balance, Skill Development",
Spark Minda,3.8,Auto Components,Promotions,
JK Tyre,3.8,Auto Components,Promotions,
upGrad,3.4,EdTech,"Promotions, Job Security, Work Satisfaction",
Cargill,3.9,Food Processing,"Work Life Balance, Company Culture, Salary",Promotions
CAMS,3.6,Financial Services,Job Security,"Promotions, Salary, Company Culture"
Saint-Gobain,3.8,Building Material,"Job Security, Company Culture, Work Life Balance","Promotions, Salary"
FirstCry,3.5,Retail,"Promotions, Company Culture, Work Satisfaction",
Manipal Hospitals,4.0,Healthcare,"Job Security, Skill Development, Company Culture",Promotions
Jio Platforms,3.4,IT Services & Consulting,Job Security,"Promotions, Salary, Company Culture"
BHEL,4.2,Electrical Equipment,"Job Security, Work Life Balance, Company Culture",
Power Mech Projects,3.8,Engineering & Construction,Job Security,"Promotions, Company Culture, Salary"
Nuvoco Vistas,4.1,Building Material,"Job Security, Skill Development, Salary",
Kotak Securities,3.5,Financial Services,"Promotions, Work Satisfaction, Skill Development",
NTT DATA Business Solutions,4.1,IT Services & Consulting,"Company Culture, Work Life Balance, Job Security",
Pfizer,3.9,Pharma,"Work Life Balance, Company Culture","Promotions, Job Security"
Force Motors,3.7,Automobile,"Promotions, Company Culture, Work Satisfaction",
Huawei Technologies,4.1,Telecom,"Salary, Skill Development, Company Culture",Job Security
Infinite Computer Solutions,3.3,IT Services & Consulting,"Promotions, Job Security, Company Culture",
Simplex Infrastructures,3.4,Engineering & Construction,"Salary, Promotions, Work Life Balance",
CitiusTech,3.1,IT Services & Consulting,"Promotions, Job Security, Work Satisfaction",
"Maruti Suzuki India Limited, Hansalpur",4.2,Automobile,"Job Security, Salary, Company Culture",
Reliance Trends,4.1,Retail,"Job Security, Skill Development, Company Culture",Promotions
ITC Hotels,4.1,Hospitality,"Job Security, Skill Development, Company Culture",Promotions
Raymond Lifestyle Limited,4.2,Fashion & Textile,"Work Life Balance, Company Culture, Job Security",Promotions
IndusInd General Insurance,3.6,Insurance,"Promotions, Work Satisfaction, Job Security",
Biological E,4.2,Pharma,"Job Security, Work Life Balance, Company Culture",
Ola Cabs,3.2,Internet,"Job Security, Promotions, Company Culture",
Delphi TVS,3.8,Auto Components,Skill Development,"Promotions, Salary"
Morgan Stanley,3.6,Financial Services,"Promotions, Job Security, Work Satisfaction",
SGS,3.8,Engineering & Construction,Work Life Balance,"Promotions, Salary"
Renault-Nissan,4.1,Automobile,"Work Life Balance, Job Security, Company Culture",Promotions
Extramarks Education,3.3,EdTech,"Job Security, Promotions, Work Satisfaction",
EPAM Systems,3.7,IT Services & Consulting,"Skill Development, Salary, Work Life Balance","Promotions, Job Security, Work Satisfaction"
K12 Techno Services,3.7,EdTech,"Job Security, Promotions",
YASH Technologies,3.6,IT Services & Consulting,"Promotions, Salary, Work Satisfaction",
Aditya Birla Health Insurance Co,3.7,Insurance,Promotions,
Senco Gold,4.4,Jewellery,"Job Security, Skill Development, Company Culture",
Novartis,4.1,Pharma,"Work Life Balance, Company Culture, Salary",Promotions
Narayana Health,4.0,Healthcare,"Job Security, Work Life Balance, Skill Development",Promotions
IDBI Bank,3.3,Banking,"Promotions, Work Satisfaction, Company Culture",
HSBC Electronic Data Processing,4.0,IT Services & Consulting,"Work Life Balance, Job Security, Company Culture","Promotions, Salary"
SAP,4.1,Software Product,"Work Life Balance, Company Culture, Job Security",Promotions
Ninjacart,3.8,Internet,Salary,"Job Security, Promotions"
Trent,3.9,Retail,Job Security,Promotions
Shadowfax Technologies,3.5,Logistics,"Job Security, Promotions, Company Culture",
AECOM,4.2,Engineering & Construction,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Honeywell Automation,3.8,Industrial Automation,Promotions,
State Street Syntel,3.7,Financial Services,Job Security,"Promotions, Salary"
L&T Energy Hydrocarbon,3.8,Engineering & Construction,"Job Security, Skill Development","Promotions, Work Life Balance, Company Culture"
Schindler,3.9,Industrial Machinery,"Skill Development, Company Culture, Salary",Promotions
R.R. Donnelley,3.6,Marketing & Advertising,Job Security,"Promotions, Salary, Work Satisfaction"
Haier Appliances India,4.0,Consumer Electronics & Appliances,"Company Culture, Work Life Balance, Skill Development",Promotions
Paisabazaar.com,3.4,Internet,"Job Security, Promotions, Company Culture",
NCR Voyix,3.4,IT Services & Consulting,"Promotions, Job Security, Skill Development",
Motherson Automotive Technologies and Engineering,3.7,Auto Components,Job Security,"Promotions, Salary"
V-Guard,4.3,Consumer Electronics & Appliances,"Company Culture, Work Life Balance, Job Security",Promotions
Dr Lal PathLabs,4.2,Healthcare,"Job Security, Skill Development, Company Culture",
Philips,3.8,Medical Equipment,Work Life Balance,"Promotions, Job Security, Skill Development"
Microland,3.5,IT Services & Consulting,"Promotions, Work Satisfaction, Salary",
Crisil,3.5,Analytics & KPO,"Promotions, Salary, Work Satisfaction",
CMS Infosystems,3.5,Software Product,"Promotions, Salary, Company Culture",
Uflex,3.8,Packaging,"Job Security, Work Life Balance",Promotions
Globiva,3.0,BPO,"Promotions, Work Satisfaction, Job Security",
Spinny,3.6,Internet,"Promotions, Work Life Balance, Work Satisfaction",
Gabriel India Limited,4.1,Auto Components,"Job Security, Skill Development, Company Culture",Promotions
CNH (Case New Holland),3.7,Industrial Machinery,Work Life Balance,Promotions
Adecco Group,3.8,Recruitment,Work Life Balance,Promotions
Aye Finance,4.1,NBFC,"Salary, Company Culture, Work Life Balance",
Parle Products,3.9,FMCG,Salary,Promotions
Aadhar Housing Finance,4.0,NBFC,"Skill Development, Company Culture, Job Security",
HTC Global Services,3.4,IT Services & Consulting,"Promotions, Skill Development, Company Culture",
Angel One,3.6,FinTech,"Promotions, Job Security, Work Satisfaction",
DHL Supply Chain,4.2,Logistics,"Job Security, Company Culture, Work Life Balance",Promotions
G R Infraprojects,4.1,Engineering & Construction,"Salary, Skill Development, Company Culture",
TELUS Digital,3.5,IT Services & Consulting,"Promotions, Job Security, Skill Development",
Lucas-TVS,3.9,Auto Components,Job Security,"Promotions, Salary"
Google,4.4,Software Product,"Company Culture, Work Life Balance, Work Satisfaction",
Thomson Reuters,3.7,Software Product,"Work Life Balance, Company Culture",Promotions
Tekwissen,4.9,IT Services & Consulting,"Company Culture, Work Life Balance, Work Satisfaction",
Iris Software,3.8,IT Services & Consulting,"Company Culture, Work Life Balance",Promotions
Safexpress,3.9,Logistics,"Job Security, Company Culture, Work Life Balance","Promotions, Salary"
Tata Power,3.9,Power,"Job Security, Work Life Balance, Company Culture","Promotions, Salary"
ICICI Home Finance,3.7,Financial Services,Salary,Work Satisfaction
NTPC,4.2,Power,"Company Culture, Work Life Balance, Work Satisfaction",
Trident Group,3.2,Fashion & Textile,Salary,"Job Security, Company Culture, Work Life Balance"
Infinx,3.7,Software Product,Job Security,"Promotions, Salary"
Verizon,3.5,Telecom,Salary,"Promotions, Job Security, Work Satisfaction"
CSB Bank,3.2,Banking,"Promotions, Company Culture, Work Satisfaction",
PI Industries,3.8,Agro Chemicals,Salary,Promotions
NeoSOFT,3.3,IT Services & Consulting,"Job Security, Promotions, Company Culture",
